ID,Smiles,Target Name,Ki,exactmw,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi
CHEMBL210016,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3N3CCN(C)CC3)c3ccccc32)CC1,Dopamine D1 receptor,237.0,543.251336388,544.1030000000002,8.0,1.0,3.0,1.0,7.0,39.0,73.0,9.0,1.0,0.3333333333333333,6.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,234.58668081144214,57.660000000000004,4.214000000000003,158.91819999999967,23.233130493069556,13.90330216822208,8.034469101524275,8.034469101524275,5.633651328656379,22.477201547051102,13.525337695212853,7.799371998736536,7.799371998736536,5.467307773615083,-3.589999999999999,25.67542086155878,10.882245497943494,5.195250493655658,7.16426238662827
CHEMBL213881,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3c(Cl)cc(Cl)cc3Cl)c3ccccc32)CC1,Dopamine D1 receptor,4.0,547.050021012,549.2890000000001,6.0,1.0,2.0,1.0,5.0,35.0,56.0,10.0,1.0,0.2,5.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,223.15793273322652,51.18,6.422400000000005,144.2381999999998,21.757255896027246,12.495761108635943,7.090171204790989,7.090171204790989,5.388313055319612,18.733540111953424,10.983903216599032,6.040673848522041,6.040673848522041,4.2333490767451565,-2.4799999999999986,24.224867863368242,9.87742118638001,4.816093974432635,6.836549230596849
CHEMBL215611,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCc3ccccc3)c3ccccc32)CC1,Dopamine D1 receptor,79.0,473.198238196,474.0080000000003,6.0,1.0,4.0,1.0,5.0,34.0,62.0,7.0,1.0,0.25925925925925924,5.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,204.97801828137472,51.18,4.781200000000004,138.2056999999999,20.001840008886173,12.008010825424675,6.548546494749311,6.548546494749311,4.566274264220457,19.24591106286772,11.630046352415446,6.313449391961573,6.313449391961573,4.399930709179163,-3.3499999999999988,22.442611749321713,9.872688730478913,4.786072749560392,6.516732944118886
CHEMBL209805,Cc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3N=C(N3CCN(C)CC3)c3ccccc32)cc1,Dopamine D1 receptor,65.0,480.1386747200001,481.0210000000003,6.0,0.0,2.0,0.0,5.0,33.0,58.0,8.0,0.0,0.24,5.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,199.3273896411098,56.220000000000006,4.814520000000004,133.66479999999993,20.143269339178907,12.693951696980138,8.08546831902654,8.08546831902654,5.924366782000287,18.570843812232727,10.87592389517027,6.108377719777282,6.108377719777282,4.23568971202552,-2.869999999999999,21.948635404915404,8.48212169520127,4.009118796796612,5.641545349942293
CHEMBL212597,CCCC(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,Dopamine D1 receptor,154.0,411.182588132,411.93700000000024,6.0,1.0,3.0,1.0,5.0,29.0,55.0,7.0,1.0,0.36363636363636365,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,176.2858661897073,51.18000000000001,3.9485000000000037,118.35070000000002,17.615088662938046,10.45088061349499,5.542046698077006,5.542046698077006,3.89079049538868,16.859159716919592,10.072916140485763,5.306949595289268,5.306949595289268,3.724446940347384,-2.5699999999999994,19.733738063644168,8.430381546481376,4.089019340844985,5.736653145339411
CHEMBL216439,CN1CCCc2c([nH]c3ccccc23)Cc2ccccc2CC1,Dopamine D1 receptor,163.5,304.193948768,304.4370000000001,2.0,1.0,0.0,1.0,1.0,23.0,47.0,2.0,0.0,0.3333333333333333,4.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,137.68791959576095,19.03,4.1792000000000025,97.06870000000005,13.808656436136253,8.64858322828598,5.117106093335308,5.117106093335308,3.8054399885757317,13.808656436136253,8.64858322828598,5.117106093335308,5.117106093335308,3.8054399885757317,-2.059999999999999,14.527092208382276,6.209568572082386,2.912620224823539,3.9220424009092825
CHEMBL214407,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Oc3ccccc3)c3ccccc32)CC1,Dopamine D1 receptor,51.0,537.193152816,538.0510000000002,7.0,1.0,4.0,1.0,6.0,39.0,67.0,8.0,1.0,0.16129032258064516,6.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,232.41877348815242,60.41,6.2545000000000055,155.72419999999963,22.305275813735445,13.286502603891618,7.1445289661983,7.1445289661983,5.003627914465272,21.54934686771699,12.90853813088239,6.909431863410562,6.909431863410562,4.8372843594239745,-4.329999999999998,24.975585232440388,10.80541577559808,5.189375883969402,6.919784171164252
CHEMBL574627,Cc1cccc(C2CN(CCCc3cn(CCCN4CCN(c5ncccn5)CC4)nn3)CCc3cc(O)c(O)cc32)c1,Dopamine D1 receptor,963.0,582.3430725840001,582.7530000000004,10.0,2.0,10.0,2.0,10.0,43.0,85.0,10.0,0.0,0.45454545454545453,6.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,253.16775462978694,106.67000000000002,3.6228200000000035,166.5825999999996,25.015377071510574,15.48640223541958,8.756636718872015,8.756636718872015,6.406920139865592,25.015377071510574,15.48640223541958,8.756636718872015,8.756636718872015,6.406920139865592,-4.0200000000000005,29.069750581158367,13.520278271072046,7.315793704496319,9.140258537858593
CHEMBL286080,Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,Dopamine D1 receptor,190.0,255.125928784,255.31699999999998,3.0,3.0,1.0,3.0,3.0,19.0,36.0,3.0,0.0,0.25,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,112.08076431761829,52.49,2.3754,74.63030000000003,10.634549688076568,6.55885646783548,3.7333262889163765,3.7333262889163765,2.7393018898209234,10.634549688076568,6.55885646783548,3.7333262889163765,3.7333262889163765,2.7393018898209234,-1.9999999999999996,12.055401662049862,4.938271604938271,2.2907231555880205,3.1333077744119198
CHEMBL604108,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccc(CNc3ccccc3)cc2)C1,Dopamine D1 receptor,2.0,392.16554110000004,392.9300000000001,3.0,2.0,4.0,2.0,3.0,28.0,53.0,4.0,0.0,0.25,4.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,171.1366088973645,35.5,5.277500000000004,116.37150000000001,16.784950965049298,10.053232712178893,5.796432717257952,5.796432717257952,4.071842678890707,16.029022019030847,9.675268239169666,5.493699401549106,5.493699401549106,3.8855820587916665,-2.4899999999999993,18.8539628276909,8.255133161180389,4.160386870821744,5.558641919947625
CHEMBL145584,NCCc1cccc(O)c1,Dopamine D1 receptor,48000.0,137.084063972,137.18199999999996,2.0,3.0,2.0,2.0,2.0,10.0,21.0,2.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2954117974989,46.25,0.8934,40.86520000000002,5.748178503821182,3.3067756838530347,1.343578072519144,1.343578072519144,0.8786414257074999,5.748178503821182,3.3067756838530347,1.343578072519144,1.343578072519144,0.8786414257074999,-1.02,7.091358574610246,3.2248465665342856,1.739178486124621,2.2868543351395316
CHEMBL3954556,CCCOc1c(O)ccc2c1CN1CCc3cc(OC)c(O)cc3[C@@H]1C2,Dopamine D1 receptor,12.0,355.17835828,355.4340000000001,5.0,2.0,4.0,2.0,5.0,26.0,51.0,5.0,0.0,0.42857142857142855,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,153.33670568168117,62.16000000000001,3.5507000000000026,99.11060000000005,15.287529400495018,9.22311425173059,5.470552128160028,5.470552128160028,4.159131127487395,15.287529400495018,9.22311425173059,5.470552128160028,5.470552128160028,4.159131127487395,-2.4,17.035920628639268,6.723966942148762,2.762760416666667,4.405729505232331
CHEMBL3921278,CCOc1c(O)cc(Br)c2c1CN1CCc3cc(OC)c(O)cc3[C@@H]1C2,Dopamine D1 receptor,1.3,419.07322028399994,420.3030000000002,5.0,2.0,3.0,2.0,5.0,26.0,48.0,6.0,0.0,0.4,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,160.8393111729259,62.16000000000001,3.9231000000000034,102.19360000000003,16.467033362242773,9.621761424459223,6.086454346649628,6.086454346649628,4.778001966286662,14.88103682312807,8.82876315490187,5.378918670125767,5.378918670125767,4.15998839769537,-1.92,17.491649710142713,6.667654269485337,2.718193903911518,4.4857028026990395
CHEMBL440512,Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+](C)([O-])CC1,Dopamine D1 receptor,395.0,328.1357822599999,328.44100000000014,5.0,1.0,0.0,1.0,5.0,23.0,43.0,6.0,0.0,0.35294117647058826,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,139.59488883783453,50.69,3.451820000000003,95.83610000000003,14.18981241904965,8.694964648423143,5.426093095697868,5.426093095697868,4.007518438136141,13.373315838121924,7.878468067495419,4.460167269408801,4.460167269408801,3.0876095702716997,-1.89,14.686487965344789,5.332753826538114,2.7346962994861785,3.4051923867651466
CHEMBL2057456,COc1cc2c(cc1O)[C@@H]1Cc3c(CO)c(OC)cc(OC)c3CN1CC2,Dopamine D1 receptor,17.29,371.17327290000003,371.43300000000016,6.0,2.0,4.0,2.0,6.0,27.0,52.0,6.0,0.0,0.42857142857142855,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,158.45025091118808,71.39,2.5658000000000003,100.68660000000004,15.911320640582707,9.110794087635687,5.851049318990364,5.851049318990364,4.488391524713967,15.911320640582707,9.110794087635687,5.851049318990364,5.851049318990364,4.488391524713967,-2.44,17.94818379637724,6.942284365010035,2.798203651859943,4.614866509256155
CHEMBL304535,Cc1cccc([C@H]2CN(C)CCc3cc(Cl)c(O)cc32)c1,Dopamine D1 receptor,0.4,301.12334194,301.817,2.0,1.0,1.0,1.0,2.0,21.0,41.0,3.0,0.0,0.3333333333333333,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,130.52965250769245,23.47,3.9738200000000026,87.33980000000004,13.191092837914624,7.685442328469389,4.588417272834079,4.588417272834079,3.3307853627566137,12.435163891896169,7.307477855460161,4.285683957125235,4.285683957125235,3.1445247426575715,-1.5099999999999998,14.428222481005053,5.703890884220683,2.9207296051672693,3.9189050802339356
CHEMBL45491,CN(C)C1C=CC2(CC1)c1ccccc1CCc1ccc(Cl)cc12,Dopamine D1 receptor,0.33,337.159727448,337.89400000000006,1.0,0.0,1.0,0.0,1.0,24.0,48.0,2.0,0.0,0.36363636363636365,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,149.49975302736945,3.24,5.0049000000000055,101.93100000000005,15.183036831170092,9.209207194668293,6.049918495062802,6.049918495062802,4.651698804836866,14.427107885151637,8.831242721659066,5.814821392275063,5.814821392275063,4.479595780883998,-1.5699999999999994,15.928720628856496,6.0564499887565875,2.5102918185212237,4.019645828064364
CHEMBL127257,Cc1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)cc1C,Dopamine D1 receptor,8000.0,320.200096768,320.44000000000017,4.0,1.0,3.0,1.0,3.0,24.0,48.0,4.0,0.0,0.35,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,142.6674012469108,35.16,3.501940000000002,99.49970000000005,14.418626576759996,8.670896754829611,5.039723969433896,5.039723969433896,3.378802185950933,14.418626576759996,8.670896754829611,5.039723969433896,5.039723969433896,3.378802185950933,-2.3299999999999996,15.2125341298821,6.285545547294458,3.0171902245214364,3.9841281734643914
CHEMBL81330,Fc1ccc(N2CCN(CCC3OCCc4ccccc43)CC2)cc1,Dopamine D1 receptor,411.0,340.19509164,340.4420000000001,3.0,0.0,4.0,0.0,3.0,25.0,50.0,4.0,0.0,0.42857142857142855,4.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,148.5600620209119,15.71,3.6518000000000033,98.50900000000006,14.533646626672024,9.217299549216605,5.36399081592008,5.36399081592008,3.8971441082553104,14.533646626672024,9.217299549216605,5.36399081592008,5.36399081592008,3.8971441082553104,-1.9099999999999993,16.55263758687716,7.543538500658854,3.8551922054202703,4.994618356962429
CHEMBL300780,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2,Dopamine D1 receptor,10000.0,493.168767908,494.4660000000003,4.0,1.0,7.0,1.0,3.0,34.0,63.0,6.0,1.0,0.32142857142857145,5.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,211.02093444635454,35.580000000000005,5.896800000000005,141.36619999999985,20.707926042094332,12.762824440632107,7.69566191715006,7.69566191715006,5.414841153909095,19.196068150057425,12.006895494613651,6.886735039804882,6.886735039804882,4.9997786532651585,-2.5299999999999985,23.223050919033305,10.388817484577018,4.949490242279197,7.0958834539081055
